mgm_bldrgst_pk,sigungu_cd,bjdong_cd,plat_gb_cd,bun,ji,dong_nm,t_unit
11710-100217359,11710,10200,0,0017,0000,309동,6864
11710-100217492,11710,10200,0,0017,0000,310동,6864
11710-100217613,11710,10200,0,0017,0000,311동,6864
11710-100217734,11710,10200,0,0017,0000,315동,6864
11710-100217849,11710,10200,0,0017,0000,312동,6864
11710-100217958,11710,10200,0,0017,0000,316동,6864
11710-100218061,11710,10200,0,0017,0000,313동,6864
11710-100218170,11710,10200,0,0017,0000,308동,6864
11710-100218315,11710,10200,0,0017,0000,317동,6864
11710-100218406,11710,10200,0,0017,0000,314동,6864
11710-100218535,11710,10200,0,0017,0000,211동,6864
11710-100218680,11710,10200,0,0017,0000,201동,6864
11710-100218753,11710,10200,0,0017,0000,202동,6864
11710-100218826,11710,10200,0,0017,0000,105동,6864
11710-100218913,11710,10200,0,0017,0000,114동,6864
11710-100219058,11710,10200,0,0017,0000,212동,6864
11710-100219203,11710,10200,0,0017,0000,106동,6864
11710-100219258,11710,10200,0,0017,0000,203동,6864
11710-100219343,11710,10200,0,0017,0000,107동,6864
11710-100219442,11710,10200,0,0017,0000,204동,6864
11710-100219527,11710,10200,0,0017,0000,213동,6864
11710-100219672,11710,10200,0,0017,0000,115동,6864
11710-100219817,11710,10200,0,0017,0000,205동,6864
11710-100219884,11710,10200,0,0017,0000,101동,6864
11710-100220045,11710,10200,0,0017,0000,108동,6864
11710-100220144,11710,10200,0,0017,0000,206동,6864
11710-100220211,11710,10200,0,0017,0000,116동,6864
11710-100220278,11710,10200,0,0017,0000,109동,6864
11710-100220333,11710,10200,0,0017,0000,207동,6864
11710-100220400,11710,10200,0,0017,0000,102동,6864
11710-100220585,11710,10200,0,0017,0000,110동,6864
11710-100220652,11710,10200,0,0017,0000,117동,6864
11710-100220719,11710,10200,0,0017,0000,208동,6864
11710-100220784,11710,10200,0,0017,0000,111동,6864
11710-100220839,11710,10200,0,0017,0000,118동,6864
11710-100220906,11710,10200,0,0017,0000,112동,6864
11710-100221051,11710,10200,0,0017,0000,119동,6864
11710-100221136,11710,10200,0,0017,0000,209동,6864
11710-100221201,11710,10200,0,0017,0000,210동,6864
11710-100221346,11710,10200,0,0017,0000,103동,6864
11710-100221433,11710,10200,0,0017,0000,120동,6864
11710-100221506,11710,10200,0,0017,0000,104동,6864
11710-100221605,11710,10200,0,0017,0000,113동,6864
11710-100221750,11710,10200,0,0017,0000,305동,6864
11710-100221895,11710,10200,0,0017,0000,215동,6864
11710-100222040,11710,10200,0,0017,0000,222동,6864
11710-100222107,11710,10200,0,0017,0000,229동,6864
11710-100222252,11710,10200,0,0017,0000,223동,6864
11710-100222313,11710,10200,0,0017,0000,306동,6864
11710-100222458,11710,10200,0,0017,0000,216동,6864
11710-100222603,11710,10200,0,0017,0000,224동,6864
11710-100222748,11710,10200,0,0017,0000,301동,6864
11710-100222813,11710,10200,0,0017,0000,307동,6864
11710-100222958,11710,10200,0,0017,0000,217동,6864
11710-100223103,11710,10200,0,0017,0000,225동,6864
11710-100223236,11710,10200,0,0017,0000,302동,6864
11710-100223299,11710,10200,0,0017,0000,303동,6864
11710-100223364,11710,10200,0,0017,0000,226동,6864
11710-100223485,11710,10200,0,0017,0000,218동,6864
11710-100223550,11710,10200,0,0017,0000,227동,6864
11710-100223671,11710,10200,0,0017,0000,214동,6864
11710-100223816,11710,10200,0,0017,0000,219동,6864
11710-100223881,11710,10200,0,0017,0000,304동,6864
11710-100224026,11710,10200,0,0017,0000,220동,6864
11710-100224091,11710,10200,0,0017,0000,221동,6864
11710-100224156,11710,10200,0,0017,0000,228동,6864
11710-100211494,11710,10100,0,0019,0000,121동,5678
11710-100211541,11710,10100,0,0019,0000,122동,5678
11710-100211638,11710,10100,0,0019,0000,132동,5678
11710-100211731,11710,10100,0,0019,0000,104동,5678
11710-100211780,11710,10100,0,0019,0000,112동,5678
11710-100211837,11710,10100,0,0019,0000,105동,5678
11710-100211890,11710,10100,0,0019,0000,113동,5678
11710-100211995,11710,10100,0,0019,0000,123동,5678
11710-100212044,11710,10100,0,0019,0000,133동,5678
11710-100212101,11710,10100,0,0019,0000,124동,5678
11710-100212206,11710,10100,0,0019,0000,136동,5678
11710-100212257,11710,10100,0,0019,0000,106동,5678
11710-100212366,11710,10100,0,0019,0000,114동,5678
11710-100212415,11710,10100,0,0019,0000,115동,5678
11710-100212468,11710,10100,0,0019,0000,125동,5678
11710-100212519,11710,10100,0,0019,0000,107동,5678
11710-100212624,11710,10100,0,0019,0000,126동,5678
11710-100212667,11710,10100,0,0019,0000,137동,5678
11710-100212760,11710,10100,0,0019,0000,116동,5678
11710-100212859,11710,10100,0,0019,0000,127동,5678
11710-100212936,11710,10100,0,0019,0000,134동,5678
11710-100213029,11710,10100,0,0019,0000,108동,5678
11710-100213134,11710,10100,0,0019,0000,135동,5678
11710-100213185,11710,10100,0,0019,0000,117동,5678
11710-100213220,11710,10100,0,0019,0000,118동,5678
11710-100213319,11710,10100,0,0019,0000,128동,5678
11710-100213418,11710,10100,0,0019,0000,101동,5678
11710-100213517,11710,10100,0,0019,0000,109동,5678
11710-100213566,11710,10100,0,0019,0000,119동,5678
11710-100213657,11710,10100,0,0019,0000,129동,5678
11710-100213736,11710,10100,0,0019,0000,102동,5678
11710-100213841,11710,10100,0,0019,0000,110동,5678
11710-100213894,11710,10100,0,0019,0000,120동,5678
11710-100213995,11710,10100,0,0019,0000,130동,5678
11710-100214046,11710,10100,0,0019,0000,111동,5678
11710-100214161,11710,10100,0,0019,0000,131동,5678
11710-100214266,11710,10100,0,0019,0000,103동,5678
11710-100214371,11710,10100,0,0019,0000,157동,5678
11710-100214472,11710,10100,0,0019,0000,162동,5678
11710-100214579,11710,10100,0,0019,0000,171동,5678
11710-100214632,11710,10100,0,0019,0000,147동,5678
11710-100214669,11710,10100,0,0019,0000,148동,5678
11710-100214784,11710,10100,0,0019,0000,172동,5678
11710-100214863,11710,10100,0,0019,0000,158동,5678
11710-100214980,11710,10100,0,0019,0000,163동,5678
11710-100215095,11710,10100,0,0019,0000,149동,5678
11710-100215182,11710,10100,0,0019,0000,164동,5678
11710-100215233,11710,10100,0,0019,0000,150동,5678
11710-100215314,11710,10100,0,0019,0000,159동,5678
11710-100215399,11710,10100,0,0019,0000,165동,5678
11710-100215480,11710,10100,0,0019,0000,160동,5678
11710-100215525,11710,10100,0,0019,0000,151동,5678
11710-100215562,11710,10100,0,0019,0000,161동,5678
11710-100215651,11710,10100,0,0019,0000,166동,5678
11710-100215756,11710,10100,0,0019,0000,152동,5678
11710-100215871,11710,10100,0,0019,0000,138동,5678
11710-100215964,11710,10100,0,0019,0000,167동,5678
11710-100216073,11710,10100,0,0019,0000,143동,5678
11710-100216170,11710,10100,0,0019,0000,153동,5678
11710-100216255,11710,10100,0,0019,0000,139동,5678
11710-100216322,11710,10100,0,0019,0000,168동,5678
11710-100216423,11710,10100,0,0019,0000,144동,5678
11710-100216480,11710,10100,0,0019,0000,154동,5678
11710-100216569,11710,10100,0,0019,0000,140동,5678
11710-100216666,11710,10100,0,0019,0000,145동,5678
11710-100216773,11710,10100,0,0019,0000,155동,5678
11710-100216862,11710,10100,0,0019,0000,169동,5678
11710-100216899,11710,10100,0,0019,0000,141동,5678
11710-100216948,11710,10100,0,0019,0000,170동,5678
11710-100217047,11710,10100,0,0019,0000,146동,5678
11710-100217134,11710,10100,0,0019,0000,156동,5678
11710-100217185,11710,10100,0,0019,0000,142동,5678
11710-100181275,11710,10100,0,0022,0000,223동,5562
11710-100181330,11710,10100,0,0022,0000,204동,5562
11710-100181430,11710,10100,0,0022,0000,210동,5562
11710-100181485,11710,10100,0,0022,0000,216동,5562
11710-100181538,11710,10100,0,0022,0000,224동,5562
11710-100181614,11710,10100,0,0022,0000,211동,5562
11710-100181723,11710,10100,0,0022,0000,217동,5562
11710-100181824,11710,10100,0,0022,0000,205동,5562
11710-100181879,11710,10100,0,0022,0000,225동,5562
11710-100181964,11710,10100,0,0022,0000,206동,5562
11710-100182023,11710,10100,0,0022,0000,218동,5562
11710-100182155,11710,10100,0,0022,0000,228동,5562
11710-100182260,11710,10100,0,0022,0000,212동,5562
11710-100182313,11710,10100,0,0022,0000,226동,5562
11710-100182366,11710,10100,0,0022,0000,207동,5562
11710-100182425,11710,10100,0,0022,0000,213동,5562
11710-100182530,11710,10100,0,0022,0000,208동,5562
11710-100182624,11710,10100,0,0022,0000,219동,5562
11710-100182759,11710,10100,0,0022,0000,214동,5562
11710-100182814,11710,10100,0,0022,0000,227동,5562
11710-100182895,11710,10100,0,0022,0000,209동,5562
11710-100182998,11710,10100,0,0022,0000,201동,5562
11710-100183057,11710,10100,0,0022,0000,215동,5562
11710-100183170,11710,10100,0,0022,0000,220동,5562
11710-100183255,11710,10100,0,0022,0000,202동,5562
11710-100183355,11710,10100,0,0022,0000,221동,5562
11710-100183410,11710,10100,0,0022,0000,222동,5562
11710-100183469,11710,10100,0,0022,0000,203동,5562
11710-100183537,11710,10100,0,0022,0000,253동,5562
11710-100183596,11710,10100,0,0022,0000,260동,5562
11710-100183659,11710,10100,0,0022,0000,254동,5562
11710-100183712,11710,10100,0,0022,0000,261동,5562
11710-100183771,11710,10100,0,0022,0000,255동,5562
11710-100183838,11710,10100,0,0022,0000,262동,5562
11710-100183889,11710,10100,0,0022,0000,256동,5562
11710-100183938,11710,10100,0,0022,0000,263동,5562
11710-100183993,11710,10100,0,0022,0000,257동,5562
11710-100184056,11710,10100,0,0022,0000,264동,5562
11710-100184115,11710,10100,0,0022,0000,258동,5562
11710-100184160,11710,10100,0,0022,0000,265동,5562
11710-100184213,11710,10100,0,0022,0000,259동,5562
11710-100184280,11710,10100,0,0022,0000,245동,5562
11710-100184489,11710,10100,0,0022,0000,250동,5562
11710-100184591,11710,10100,0,0022,0000,233동,5562
11710-100184630,11710,10100,0,0022,0000,241동,5562
11710-100184743,11710,10100,0,0022,0000,234동,5562
11710-100184782,11710,10100,0,0022,0000,235동,5562
11710-100184887,11710,10100,0,0022,0000,242동,5562
11710-100184996,11710,10100,0,0022,0000,246동,5562
11710-100185220,11710,10100,0,0022,0000,236동,5562
11710-100185315,11710,10100,0,0022,0000,243동,5562
11710-100185524,11710,10100,0,0022,0000,251동,5562
11710-100185633,11710,10100,0,0022,0000,252동,5562
11710-100185734,11710,10100,0,0022,0000,237동,5562
11710-100185822,11710,10100,0,0022,0000,229동,5562
11710-100185877,11710,10100,0,0022,0000,238동,5562
11710-100185932,11710,10100,0,0022,0000,247동,5562
11710-100186023,11710,10100,0,0022,0000,239동,5562
11710-100186128,11710,10100,0,0022,0000,244동,5562
11710-100186358,11710,10100,0,0022,0000,230동,5562
11710-100186399,11710,10100,0,0022,0000,248동,5562
11710-100186490,11710,10100,0,0022,0000,231동,5562
11710-100186587,11710,10100,0,0022,0000,240동,5562
11710-100186696,11710,10100,0,0022,0000,249동,5562
11710-100186796,11710,10100,0,0022,0000,232동,5562
11710-2793,11710,11100,0,0089,0000,113동,5540
11710-2794,11710,11100,0,0089,0000,239동,5540
11710-2795,11710,11100,0,0089,0000,126동,5540
11710-2796,11710,11100,0,0089,0000,254동,5540
11710-2797,11710,11100,0,0089,0000,240동,5540
11710-2798,11710,11100,0,0089,0000,232동,5540
11710-2799,11710,11100,0,0089,0000,231동,5540
11710-2800,11710,11100,0,0089,0000,230동,5540
11710-2801,11710,11100,0,0089,0000,229동,5540
11710-2802,11710,11100,0,0089,0000,228동,5540
11710-2803,11710,11100,0,0089,0000,227동,5540
11710-2804,11710,11100,0,0089,0000,319동,5540
11710-2805,11710,11100,0,0089,0000,318동,5540
11710-2806,11710,11100,0,0089,0000,317동,5540
11710-2807,11710,11100,0,0089,0000,316동,5540
11710-2808,11710,11100,0,0089,0000,315동,5540
11710-2809,11710,11100,0,0089,0000,314동,5540
11710-2810,11710,11100,0,0089,0000,202동,5540
11710-2811,11710,11100,0,0089,0000,201동,5540
11710-2812,11710,11100,0,0089,0000,136동,5540
11710-2813,11710,11100,0,0089,0000,135동,5540
11710-2814,11710,11100,0,0089,0000,134동,5540
11710-2815,11710,11100,0,0089,0000,301동,5540
11710-2816,11710,11100,0,0089,0000,258동,5540
11710-2817,11710,11100,0,0089,0000,257동,5540
11710-2818,11710,11100,0,0089,0000,256동,5540
11710-2819,11710,11100,0,0089,0000,255동,5540
11710-2820,11710,11100,0,0089,0000,253동,5540
11710-2821,11710,11100,0,0089,0000,209동,5540
11710-2822,11710,11100,0,0089,0000,220동,5540
11710-2823,11710,11100,0,0089,0000,219동,5540
11710-2824,11710,11100,0,0089,0000,218동,5540
11710-2825,11710,11100,0,0089,0000,217동,5540
11710-2826,11710,11100,0,0089,0000,216동,5540
11710-2827,11710,11100,0,0089,0000,215동,5540
11710-2828,11710,11100,0,0089,0000,226동,5540
11710-2829,11710,11100,0,0089,0000,225동,5540
11710-2830,11710,11100,0,0089,0000,224동,5540
11710-2831,11710,11100,0,0089,0000,223동,5540
11710-2832,11710,11100,0,0089,0000,222동,5540
11710-2833,11710,11100,0,0089,0000,221동,5540
11710-2834,11710,11100,0,0089,0000,238동,5540
11710-2835,11710,11100,0,0089,0000,237동,5540
11710-2836,11710,11100,0,0089,0000,236동,5540
11710-2837,11710,11100,0,0089,0000,235동,5540
11710-2838,11710,11100,0,0089,0000,234동,5540
11710-2839,11710,11100,0,0089,0000,233동,5540
11710-2840,11710,11100,0,0089,0000,246동,5540
11710-2841,11710,11100,0,0089,0000,245동,5540
11710-2842,11710,11100,0,0089,0000,244동,5540
11710-2843,11710,11100,0,0089,0000,243동,5540
11710-2844,11710,11100,0,0089,0000,242동,5540
11710-2845,11710,11100,0,0089,0000,241동,5540
11710-2846,11710,11100,0,0089,0000,252동,5540
11710-2847,11710,11100,0,0089,0000,251동,5540
11710-2848,11710,11100,0,0089,0000,250동,5540
11710-2849,11710,11100,0,0089,0000,249동,5540
11710-2850,11710,11100,0,0089,0000,248동,5540
11710-2851,11710,11100,0,0089,0000,247동,5540
11710-2852,11710,11100,0,0089,0000,307동,5540
11710-2853,11710,11100,0,0089,0000,306동,5540
11710-2854,11710,11100,0,0089,0000,305동,5540
11710-2855,11710,11100,0,0089,0000,304동,5540
11710-2856,11710,11100,0,0089,0000,303동,5540
11710-2857,11710,11100,0,0089,0000,302동,5540
11710-2858,11710,11100,0,0089,0000,313동,5540
11710-2859,11710,11100,0,0089,0000,312동,5540
11710-2860,11710,11100,0,0089,0000,311동,5540
11710-2861,11710,11100,0,0089,0000,310동,5540
11710-2862,11710,11100,0,0089,0000,309동,5540
11710-2863,11710,11100,0,0089,0000,308동,5540
11710-2864,11710,11100,0,0089,0000,325동,5540
11710-2865,11710,11100,0,0089,0000,324동,5540
11710-2866,11710,11100,0,0089,0000,323동,5540
11710-2867,11710,11100,0,0089,0000,322동,5540
11710-2868,11710,11100,0,0089,0000,321동,5540
11710-2869,11710,11100,0,0089,0000,320동,5540
11710-2870,11710,11100,0,0089,0000,133동,5540
11710-2871,11710,11100,0,0089,0000,127동,5540
11710-2872,11710,11100,0,0089,0000,328동,5540
11710-2873,11710,11100,0,0089,0000,327동,5540
11710-2874,11710,11100,0,0089,0000,326동,5540
11710-2875,11710,11100,0,0089,0000,105동,5540
11710-2876,11710,11100,0,0089,0000,104동,5540
11710-2877,11710,11100,0,0089,0000,103동,5540
11710-2878,11710,11100,0,0089,0000,102동,5540
11710-2879,11710,11100,0,0089,0000,101동,5540
11710-2880,11710,11100,0,0089,0000,111동,5540
11710-2881,11710,11100,0,0089,0000,110동,5540
11710-2882,11710,11100,0,0089,0000,109동,5540
11710-2883,11710,11100,0,0089,0000,108동,5540
11710-2884,11710,11100,0,0089,0000,107동,5540
11710-2885,11710,11100,0,0089,0000,106동,5540
11710-2886,11710,11100,0,0089,0000,118동,5540
11710-2887,11710,11100,0,0089,0000,117동,5540
11710-2888,11710,11100,0,0089,0000,116동,5540
11710-2889,11710,11100,0,0089,0000,115동,5540
11710-2890,11710,11100,0,0089,0000,114동,5540
11710-2891,11710,11100,0,0089,0000,112동,5540
11710-2892,11710,11100,0,0089,0000,124동,5540
11710-2893,11710,11100,0,0089,0000,123동,5540
11710-2894,11710,11100,0,0089,0000,122동,5540
11710-2895,11710,11100,0,0089,0000,121동,5540
11710-2896,11710,11100,0,0089,0000,120동,5540
11710-2897,11710,11100,0,0089,0000,119동,5540
11710-2898,11710,11100,0,0089,0000,132동,5540
11710-2899,11710,11100,0,0089,0000,131동,5540
11710-2900,11710,11100,0,0089,0000,130동,5540
11710-2901,11710,11100,0,0089,0000,129동,5540
11710-2902,11710,11100,0,0089,0000,128동,5540
11710-2903,11710,11100,0,0089,0000,125동,5540
11710-2904,11710,11100,0,0089,0000,208동,5540
11710-2905,11710,11100,0,0089,0000,207동,5540
11710-2906,11710,11100,0,0089,0000,206동,5540
11710-2907,11710,11100,0,0089,0000,205동,5540
11710-2908,11710,11100,0,0089,0000,204동,5540
11710-2909,11710,11100,0,0089,0000,203동,5540
11710-2910,11710,11100,0,0089,0000,214동,5540
11710-2911,11710,11100,0,0089,0000,213동,5540
11710-2912,11710,11100,0,0089,0000,212동,5540
11710-2913,11710,11100,0,0089,0000,211동,5540
11710-2914,11710,11100,0,0089,0000,210동,5540
11140-22138,11140,16200,0,0844,0000,41동,5150
11140-22143,11140,16200,0,0844,0000,42동,5150
11140-22145,11140,16200,0,0844,0000,2동,5150
11140-22146,11140,16200,0,0844,0000,25동,5150
11140-22147,11140,16200,0,0844,0000,31동,5150
11140-22148,11140,16200,0,0844,0000,30동,5150
11140-22149,11140,16200,0,0844,0000,29동,5150
11140-22150,11140,16200,0,0844,0000,28동,5150
11140-22151,11140,16200,0,0844,0000,27동,5150
11140-22152,11140,16200,0,0844,0000,26동,5150
11140-22153,11140,16200,0,0844,0000,32동,5150
11140-22154,11140,16200,0,0844,0000,18동,5150
11140-22155,11140,16200,0,0844,0000,17동,5150
11140-22156,11140,16200,0,0844,0000,16동,5150
11140-22157,11140,16200,0,0844,0000,15동,5150
11140-22158,11140,16200,0,0844,0000,14동,5150
11140-22159,11140,16200,0,0844,0000,13동,5150
11140-22160,11140,16200,0,0844,0000,12동,5150
11140-22161,11140,16200,0,0844,0000,11동,5150
11140-22162,11140,16200,0,0844,0000,10동,5150
11140-22163,11140,16200,0,0844,0000,24동,5150
11140-22164,11140,16200,0,0844,0000,23동,5150
11140-22165,11140,16200,0,0844,0000,22동,5150
11140-22166,11140,16200,0,0844,0000,21동,5150
11140-22167,11140,16200,0,0844,0000,20동,5150
11140-22168,11140,16200,0,0844,0000,19동,5150
11140-22169,11140,16200,0,0844,0000,9동,5150
11140-22170,11140,16200,0,0844,0000,8동,5150
11140-22171,11140,16200,0,0844,0000,7동,5150
11140-22172,11140,16200,0,0844,0000,6동,5150
11140-22173,11140,16200,0,0844,0000,5동,5150
11140-22174,11140,16200,0,0844,0000,4동,5150
11140-22175,11140,16200,0,0844,0000,3동,5150
11140-22176,11140,16200,0,0844,0000,1동,5150
11140-22177,11140,16200,0,0844,0000,39동,5150
11140-22178,11140,16200,0,0844,0000,38동,5150
11140-22179,11140,16200,0,0844,0000,37동,5150
11140-22180,11140,16200,0,0844,0000,36동,5150
11140-22181,11140,16200,0,0844,0000,35동,5150
11140-22182,11140,16200,0,0844,0000,34동,5150
11140-22183,11140,16200,0,0844,0000,33동,5150
11140-22184,11140,16200,0,0844,0000,40동,5150
11290-5648,11290,10300,0,0609,0001,101동,4516
11290-5649,11290,10300,0,0609,0001,104동,4516
11290-5650,11290,10300,0,0609,0001,102동,4516
11290-5651,11290,10300,0,0609,0001,103동,4516
11290-5652,11290,10300,0,0609,0001,105동,4516
11290-5653,11290,10300,0,0609,0001,107동,4516
11290-5665,11290,10300,0,0609,0001,301동,4516
11290-5666,11290,10300,0,0609,0001,215동,4516
11290-5667,11290,10300,0,0609,0001,214동,4516
11290-5668,11290,10300,0,0609,0001,213동,4516
11290-5669,11290,10300,0,0609,0001,212동,4516
11290-5670,11290,10300,0,0609,0001,211동,4516
11290-5671,11290,10300,0,0609,0001,210동,4516
11290-5672,11290,10300,0,0609,0001,209동,4516
11290-5673,11290,10300,0,0609,0001,208동,4516
11290-5674,11290,10300,0,0609,0001,207동,4516
11290-5675,11290,10300,0,0609,0001,206동,4516
11290-5676,11290,10300,0,0609,0001,205동,4516
11290-5677,11290,10300,0,0609,0001,204동,4516
11290-5678,11290,10300,0,0609,0001,203동,4516
11290-5679,11290,10300,0,0609,0001,202동,4516
11290-5680,11290,10300,0,0609,0001,201동,4516
11290-5681,11290,10300,0,0609,0001,115동,4516
11290-5682,11290,10300,0,0609,0001,114동,4516
11290-5683,11290,10300,0,0609,0001,113동,4516
11290-5684,11290,10300,0,0609,0001,112동,4516
11290-5685,11290,10300,0,0609,0001,111동,4516
11290-5686,11290,10300,0,0609,0001,110동,4516
11290-5687,11290,10300,0,0609,0001,109동,4516
11290-5688,11290,10300,0,0609,0001,108동,4516
11290-5689,11290,10300,0,0609,0001,106동,4516
11710-3070,11710,10800,0,0150,0000,105동,4494
11710-3071,11710,10800,0,0150,0000,104동,4494
11710-3072,11710,10800,0,0150,0000,103동,4494
11710-3073,11710,10800,0,0150,0000,102동,4494
11710-3074,11710,10800,0,0150,0000,101동,4494
11710-3075,11710,10800,0,0150,0000,210동,4494
11710-3076,11710,10800,0,0150,0000,209동,4494
11710-3077,11710,10800,0,0150,0000,208동,4494
11710-3078,11710,10800,0,0150,0000,207동,4494
11710-3079,11710,10800,0,0150,0000,206동,4494
11710-3080,11710,10800,0,0150,0000,310동,4494
11710-3081,11710,10800,0,0150,0000,309동,4494
11710-3082,11710,10800,0,0150,0000,308동,4494
11710-3083,11710,10800,0,0150,0000,307동,4494
11710-3084,11710,10800,0,0150,0000,306동,4494
11710-3085,11710,10800,0,0150,0000,305동,4494
11710-3086,11710,10800,0,0150,0000,304동,4494
11710-3087,11710,10800,0,0150,0000,303동,4494
11710-3088,11710,10800,0,0150,0000,302동,4494
11710-3089,11710,10800,0,0150,0000,301동,4494
11710-3090,11710,10800,0,0150,0000,234동,4494
11710-3091,11710,10800,0,0150,0000,233동,4494
11710-3092,11710,10800,0,0150,0000,232동,4494
11710-3093,11710,10800,0,0150,0000,231동,4494
11710-3094,11710,10800,0,0150,0000,230동,4494
11710-3095,11710,10800,0,0150,0000,229동,4494
11710-3096,11710,10800,0,0150,0000,228동,4494
11710-3097,11710,10800,0,0150,0000,227동,4494
11710-3098,11710,10800,0,0150,0000,226동,4494
11710-3099,11710,10800,0,0150,0000,225동,4494
11710-3100,11710,10800,0,0150,0000,224동,4494
11710-3101,11710,10800,0,0150,0000,223동,4494
11710-3102,11710,10800,0,0150,0000,222동,4494
11710-3103,11710,10800,0,0150,0000,221동,4494
11710-3104,11710,10800,0,0150,0000,220동,4494
11710-3105,11710,10800,0,0150,0000,219동,4494
11710-3106,11710,10800,0,0150,0000,218동,4494
11710-3107,11710,10800,0,0150,0000,217동,4494
11710-3108,11710,10800,0,0150,0000,216동,4494
11710-3109,11710,10800,0,0150,0000,215동,4494
11710-3110,11710,10800,0,0150,0000,214동,4494
11710-3111,11710,10800,0,0150,0000,213동,4494
11710-3112,11710,10800,0,0150,0000,212동,4494
11710-3113,11710,10800,0,0150,0000,211동,4494
11710-3114,11710,10800,0,0150,0000,205동,4494
11710-3115,11710,10800,0,0150,0000,204동,4494
11710-3116,11710,10800,0,0150,0000,203동,4494
11710-3117,11710,10800,0,0150,0000,202동,4494
11710-3118,11710,10800,0,0150,0000,201동,4494
11710-3119,11710,10800,0,0150,0000,112동,4494
11710-3120,11710,10800,0,0150,0000,111동,4494
11710-3121,11710,10800,0,0150,0000,110동,4494
11710-3122,11710,10800,0,0150,0000,109동,4494
11710-3123,11710,10800,0,0150,0000,108동,4494
11710-3124,11710,10800,0,0150,0000,107동,4494
11710-3125,11710,10800,0,0150,0000,106동,4494
11350-4691,11350,10500,0,0624,0000,1501동,4492
11350-4692,11350,10500,0,0624,0000,1502동,4492
11350-4693,11350,10500,0,0624,0000,1509동,4492
11350-4694,11350,10500,0,0624,0000,1508동,4492
11350-4695,11350,10500,0,0624,0000,1507동,4492
11350-4696,11350,10500,0,0624,0000,1506동,4492
11350-4697,11350,10500,0,0624,0000,1505동,4492
11350-4698,11350,10500,0,0624,0000,1504동,4492
11350-4699,11350,10500,0,0624,0000,1503동,4492
11350-4700,11350,10500,0,0624,0000,1510동,4492
11350-4701,11350,10500,0,0624,0000,1603동,4492
11350-4702,11350,10500,0,0624,0000,1602동,4492
11350-4703,11350,10500,0,0624,0000,1601동,4492
11350-4706,11350,10500,0,0624,0000,1512동,4492
11350-4707,11350,10500,0,0624,0000,1511동,4492
11350-4708,11350,10500,0,0624,0000,1604동,4492
11350-4709,11350,10500,0,0624,0000,1611동,4492
11350-4710,11350,10500,0,0624,0000,1610동,4492
11350-4711,11350,10500,0,0624,0000,1609동,4492
11350-4712,11350,10500,0,0624,0000,1608동,4492
11350-4713,11350,10500,0,0624,0000,1607동,4492
11350-4714,11350,10500,0,0624,0000,1606동,4492
11350-4715,11350,10500,0,0624,0000,1605동,4492
11350-4716,11350,10500,0,0624,0000,1612동,4492
11350-4718,11350,10500,0,0624,0000,1618동,4492
11350-4719,11350,10500,0,0624,0000,1617동,4492
11350-4720,11350,10500,0,0624,0000,1616동,4492
11350-4721,11350,10500,0,0624,0000,1615동,4492
11350-4722,11350,10500,0,0624,0000,1614동,4492
11350-4723,11350,10500,0,0624,0000,1613동,4492
11680-1671,11680,10600,0,0316,0000,26,4424
11680-1672,11680,10600,0,0316,0000,17,4424
11680-1673,11680,10600,0,0316,0000,2,4424
11680-1674,11680,10600,0,0316,0000,31,4424
11680-1675,11680,10600,0,0316,0000,30,4424
11680-1676,11680,10600,0,0316,0000,29,4424
11680-1677,11680,10600,0,0316,0000,28,4424
11680-1678,11680,10600,0,0316,0000,27,4424
11680-1679,11680,10600,0,0316,0000,25,4424
11680-1680,11680,10600,0,0316,0000,23,4424
11680-1681,11680,10600,0,0316,0000,22,4424
11680-1682,11680,10600,0,0316,0000,20,4424
11680-1683,11680,10600,0,0316,0000,19,4424
11680-1684,11680,10600,0,0316,0000,18,4424
11680-1685,11680,10600,0,0316,0000,16,4424
11680-1686,11680,10600,0,0316,0000,15,4424
11680-1687,11680,10600,0,0316,0000,13,4424
11680-1688,11680,10600,0,0316,0000,12,4424
11680-1689,11680,10600,0,0316,0000,11,4424
11680-1690,11680,10600,0,0316,0000,10,4424
11680-1691,11680,10600,0,0316,0000,9,4424
11680-1692,11680,10600,0,0316,0000,8,4424
11680-1693,11680,10600,0,0316,0000,6,4424
11680-1694,11680,10600,0,0316,0000,1,4424
11680-1695,11680,10600,0,0316,0000,7,4424
11680-1696,11680,10600,0,0316,0000,21,4424
11680-1697,11680,10600,0,0316,0000,5,4424
11680-1698,11680,10600,0,0316,0000,3동,4424
11590-5087,11590,10700,0,0105,0000,407동,4397
11590-5088,11590,10700,0,0105,0000,401동,4397
11590-5091,11590,10700,0,0105,0000,112동,4397
11590-5092,11590,10700,0,0105,0000,111동,4397
11590-5093,11590,10700,0,0105,0000,110동,4397
11590-5094,11590,10700,0,0105,0000,109동,4397
11590-5095,11590,10700,0,0105,0000,108동,4397
11590-5096,11590,10700,0,0105,0000,107동,4397
11590-5097,11590,10700,0,0105,0000,106동,4397
11590-5098,11590,10700,0,0105,0000,105동,4397
11590-5099,11590,10700,0,0105,0000,104동,4397
11590-5100,11590,10700,0,0105,0000,103동,4397
11590-5101,11590,10700,0,0105,0000,102동,4397
11590-5102,11590,10700,0,0105,0000,101동,4397
11590-5103,11590,10700,0,0105,0000,408동,4397
11590-5104,11590,10700,0,0105,0000,406동,4397
