mgm_bldrgst_pk,sigungu_cd,bjdong_cd,plat_gb_cd,bun,ji,dong_nm,t_unit
11350-3251,11350,10500,0,0666,0000,1002동,2654
11350-3252,11350,10500,0,0666,0000,1001동,2654
11350-3253,11350,10500,0,0666,0000,1007동,2654
11350-3254,11350,10500,0,0666,0000,1014동,2654
11350-3255,11350,10500,0,0666,0000,1013동,2654
11350-3256,11350,10500,0,0666,0000,1012동,2654
11350-3257,11350,10500,0,0666,0000,1011동,2654
11350-3258,11350,10500,0,0666,0000,1010동,2654
11350-3259,11350,10500,0,0666,0000,1009동,2654
11350-3260,11350,10500,0,0666,0000,1008동,2654
11350-3261,11350,10500,0,0666,0000,1015동,2654
11350-3262,11350,10500,0,0666,0000,1023동,2654
11350-3263,11350,10500,0,0666,0000,1022동,2654
11350-3264,11350,10500,0,0666,0000,1021동,2654
11350-3265,11350,10500,0,0666,0000,1019동,2654
11350-3266,11350,10500,0,0666,0000,1018동,2654
11350-3267,11350,10500,0,0666,0000,1017동,2654
11350-3268,11350,10500,0,0666,0000,1016동,2654
11350-3269,11350,10500,0,0666,0000,1024동,2654
11350-3270,11350,10500,0,0666,0000,1027동,2654
11350-3271,11350,10500,0,0666,0000,1026동,2654
11350-3272,11350,10500,0,0666,0000,1025동,2654
11350-3273,11350,10500,0,0666,0000,1006동,2654
11350-3274,11350,10500,0,0666,0000,1005동,2654
11350-3275,11350,10500,0,0666,0000,1004동,2654
11350-3276,11350,10500,0,0666,0000,1003동,2654
11230-100221514,11230,10500,0,1003,0000,106동,2652
11230-100221565,11230,10500,0,1003,0000,205동,2652
11230-100221661,11230,10500,0,1003,0000,309동,2652
11230-100221753,11230,10500,0,1003,0000,405동,2652
11230-100221798,11230,10500,0,1003,0000,107동,2652
11230-100221884,11230,10500,0,1003,0000,310동,2652
11230-100221973,11230,10500,0,1003,0000,406동,2652
11230-100222080,11230,10500,0,1003,0000,101동,2652
11230-100222189,11230,10500,0,1003,0000,301동,2652
11230-100222259,11230,10500,0,1003,0000,108동,2652
11230-100222330,11230,10500,0,1003,0000,311동,2652
11230-100222415,11230,10500,0,1003,0000,201동,2652
11230-100222486,11230,10500,0,1003,0000,302동,2652
11230-100222551,11230,10500,0,1003,0000,407동,2652
11230-100222596,11230,10500,0,1003,0000,102동,2652
11230-100222749,11230,10500,0,1003,0000,303동,2652
11230-100222810,11230,10500,0,1003,0000,401동,2652
11230-100222912,11230,10500,0,1003,0000,408동,2652
11230-100223009,11230,10500,0,1003,0000,202동,2652
11230-100223123,11230,10500,0,1003,0000,304동,2652
11230-100223182,11230,10500,0,1003,0000,305동,2652
11230-100223229,11230,10500,0,1003,0000,402동,2652
11230-100223290,11230,10500,0,1003,0000,103동,2652
11230-100223346,11230,10500,0,1003,0000,203동,2652
11230-100223461,11230,10500,0,1003,0000,306동,2652
11230-100223534,11230,10500,0,1003,0000,403동,2652
11230-100223651,11230,10500,0,1003,0000,104동,2652
11230-100223738,11230,10500,0,1003,0000,307동,2652
11230-100223809,11230,10500,0,1003,0000,204동,2652
11230-100223934,11230,10500,0,1003,0000,404동,2652
11230-100224063,11230,10500,0,1003,0000,105동,2652
11230-100224162,11230,10500,0,1003,0000,308동,2652
11320-12954,11320,10700,0,0347,0000,301동,2626
11320-12956,11320,10700,0,0347,0000,323동,2626
11320-12957,11320,10700,0,0347,0000,322동,2626
11320-12958,11320,10700,0,0347,0000,321동,2626
11320-12959,11320,10700,0,0347,0000,320동,2626
11320-12960,11320,10700,0,0347,0000,319동,2626
11320-12961,11320,10700,0,0347,0000,318동,2626
11320-12962,11320,10700,0,0347,0000,317동,2626
11320-12963,11320,10700,0,0347,0000,316동,2626
11320-12964,11320,10700,0,0347,0000,315동,2626
11320-12965,11320,10700,0,0347,0000,314동,2626
11320-12966,11320,10700,0,0347,0000,313동,2626
11320-12967,11320,10700,0,0347,0000,312동,2626
11320-12968,11320,10700,0,0347,0000,311동,2626
11320-12969,11320,10700,0,0347,0000,310동,2626
11320-12970,11320,10700,0,0347,0000,309동,2626
11320-12971,11320,10700,0,0347,0000,308동,2626
11320-12972,11320,10700,0,0347,0000,307동,2626
11320-12973,11320,10700,0,0347,0000,306동,2626
11320-12974,11320,10700,0,0347,0000,305동,2626
11320-12975,11320,10700,0,0347,0000,304동,2626
11320-12976,11320,10700,0,0347,0000,303동,2626
11320-12977,11320,10700,0,0347,0000,302동,2626
11350-4017,11350,10600,0,0514,0003,311동,2619
11350-4018,11350,10600,0,0514,0003,310동,2619
11350-4019,11350,10600,0,0514,0003,309동,2619
11350-4020,11350,10600,0,0514,0003,308동,2619
11350-4021,11350,10600,0,0514,0003,307동,2619
11350-4022,11350,10600,0,0514,0003,306동,2619
11350-4023,11350,10600,0,0514,0003,305동,2619
11350-4024,11350,10600,0,0514,0003,304동,2619
11350-4025,11350,10600,0,0514,0003,303동,2619
11350-4026,11350,10600,0,0514,0003,302동,2619
11350-4027,11350,10600,0,0514,0003,301동,2619
11500-100259893,11500,10300,0,1165,0000,125동,2603
11500-100259962,11500,10300,0,1165,0000,130동,2603
11500-100259999,11500,10300,0,1165,0000,108동,2603
11500-100260040,11500,10300,0,1165,0000,116동,2603
11500-100260108,11500,10300,0,1165,0000,131동,2603
11500-100260201,11500,10300,0,1165,0000,136동,2603
11500-100260306,11500,10300,0,1165,0000,101동,2603
11500-100260376,11500,10300,0,1165,0000,109동,2603
11500-100260455,11500,10300,0,1165,0000,126동,2603
11500-100260524,11500,10300,0,1165,0000,135동,2603
11500-100260640,11500,10300,0,1165,0000,117동,2603
11500-100260667,11500,10300,0,1165,0000,132동,2603
11500-100260783,11500,10300,0,1165,0000,118동,2603
11500-100260856,11500,10300,0,1165,0000,119동,2603
11500-100260935,11500,10300,0,1165,0000,133동,2603
11500-100261022,11500,10300,0,1165,0000,102동,2603
11500-100261103,11500,10300,0,1165,0000,110동,2603
11500-100261144,11500,10300,0,1165,0000,111동,2603
11500-100261212,11500,10300,0,1165,0000,120동,2603
11500-100261300,11500,10300,0,1165,0000,103동,2603
11500-100261380,11500,10300,0,1165,0000,127동,2603
11500-100261457,11500,10300,0,1165,0000,134동,2603
11500-100261536,11500,10300,0,1165,0000,112동,2603
11500-100261563,11500,10300,0,1165,0000,121동,2603
11500-100261634,11500,10300,0,1165,0000,104동,2603
11500-100261705,11500,10300,0,1165,0000,113동,2603
11500-100261778,11500,10300,0,1165,0000,128동,2603
11500-100261853,11500,10300,0,1165,0000,122동,2603
11500-100261890,11500,10300,0,1165,0000,105동,2603
11500-100261955,11500,10300,0,1165,0000,114동,2603
11500-100262034,11500,10300,0,1165,0000,123동,2603
11500-100262100,11500,10300,0,1165,0000,129동,2603
11500-100262209,11500,10300,0,1165,0000,106동,2603
11500-100262246,11500,10300,0,1165,0000,107동,2603
11500-100262317,11500,10300,0,1165,0000,115동,2603
11500-100262401,11500,10300,0,1165,0000,124동,2603
11500-100262472,11500,10300,0,1165,0000,137동,2603
11680-1121,11680,11500,0,0707,0000,114,2560
11680-1122,11680,11500,0,0707,0000,113,2560
11680-1123,11680,11500,0,0707,0000,112,2560
11680-1124,11680,11500,0,0707,0000,111,2560
11680-1125,11680,11500,0,0707,0000,102,2560
11680-1126,11680,11500,0,0707,0000,103,2560
11680-1127,11680,11500,0,0707,0000,104,2560
11680-1128,11680,11500,0,0707,0000,106,2560
11680-1129,11680,11500,0,0707,0000,107,2560
11680-1130,11680,11500,0,0707,0000,108,2560
11680-1131,11680,11500,0,0707,0000,109,2560
11680-1132,11680,11500,0,0707,0000,110,2560
11680-1133,11680,11500,0,0707,0000,101,2560
11680-1134,11680,11500,0,0707,0000,105,2560
11320-16909,11320,10800,0,0641,0000,115동,2551
11320-16910,11320,10800,0,0641,0000,104동,2551
11320-16911,11320,10800,0,0641,0000,106동,2551
11320-16912,11320,10800,0,0641,0000,116동,2551
11320-16913,11320,10800,0,0641,0000,101동,2551
11320-16914,11320,10800,0,0641,0000,105동,2551
11320-16915,11320,10800,0,0641,0000,112동,2551
11320-16916,11320,10800,0,0641,0000,111동,2551
11320-16917,11320,10800,0,0641,0000,110동,2551
11320-16918,11320,10800,0,0641,0000,109동,2551
11320-16919,11320,10800,0,0641,0000,108동,2551
11320-16920,11320,10800,0,0641,0000,107동,2551
11320-16921,11320,10800,0,0641,0000,114동,2551
11320-16922,11320,10800,0,0641,0000,103동,2551
11320-16923,11320,10800,0,0641,0000,102동,2551
11320-16924,11320,10800,0,0641,0000,113동,2551
11320-16925,11320,10800,0,0641,0000,상가동,2551
11470-100212847,11470,10200,0,0925,0000,변전실,2550
11470-2202,11470,10200,0,0925,0000,720동,2550
11470-2203,11470,10200,0,0925,0000,731동,2550
11470-2204,11470,10200,0,0925,0000,727동,2550
11470-2208,11470,10200,0,0925,0000,713동,2550
11470-2209,11470,10200,0,0925,0000,734동,2550
11470-2210,11470,10200,0,0925,0000,733동,2550
11470-2211,11470,10200,0,0925,0000,732동,2550
11470-2212,11470,10200,0,0925,0000,730동,2550
11470-2213,11470,10200,0,0925,0000,729동,2550
11470-2214,11470,10200,0,0925,0000,728동,2550
11470-2215,11470,10200,0,0925,0000,726동,2550
11470-2216,11470,10200,0,0925,0000,725동,2550
11470-2217,11470,10200,0,0925,0000,724동,2550
11470-2218,11470,10200,0,0925,0000,723동,2550
11470-2219,11470,10200,0,0925,0000,722동,2550
11470-2220,11470,10200,0,0925,0000,721동,2550
11470-2221,11470,10200,0,0925,0000,719동,2550
11470-2222,11470,10200,0,0925,0000,718동,2550
11470-2223,11470,10200,0,0925,0000,717동,2550
11470-2224,11470,10200,0,0925,0000,716동,2550
11470-2225,11470,10200,0,0925,0000,715동,2550
11470-2226,11470,10200,0,0925,0000,714동,2550
11470-2227,11470,10200,0,0925,0000,712동,2550
11470-2228,11470,10200,0,0925,0000,711동,2550
11470-2229,11470,10200,0,0925,0000,710동,2550
11470-2230,11470,10200,0,0925,0000,709동,2550
11470-2231,11470,10200,0,0925,0000,708동,2550
11470-2232,11470,10200,0,0925,0000,707동,2550
11470-2233,11470,10200,0,0925,0000,706동,2550
11470-2234,11470,10200,0,0925,0000,705동,2550
11470-2235,11470,10200,0,0925,0000,704동,2550
11470-2236,11470,10200,0,0925,0000,703동,2550
11470-2237,11470,10200,0,0925,0000,702동,2550
11470-2238,11470,10200,0,0925,0000,701동,2550
11350-3309,11350,10500,0,0720,0000,603동,2548
11350-3310,11350,10500,0,0720,0000,620동,2548
11350-3311,11350,10500,0,0720,0000,613동,2548
11350-3312,11350,10500,0,0720,0000,608동,2548
11350-3313,11350,10500,0,0720,0000,607동,2548
11350-3314,11350,10500,0,0720,0000,606동,2548
11350-3315,11350,10500,0,0720,0000,614동,2548
11350-3316,11350,10500,0,0720,0000,622동,2548
11350-3317,11350,10500,0,0720,0000,621동,2548
11350-3318,11350,10500,0,0720,0000,619동,2548
11350-3319,11350,10500,0,0720,0000,618동,2548
11350-3320,11350,10500,0,0720,0000,617동,2548
11350-3321,11350,10500,0,0720,0000,616동,2548
11350-3322,11350,10500,0,0720,0000,615동,2548
11350-3323,11350,10500,0,0720,0000,623동,2548
11350-3324,11350,10500,0,0720,0000,628동,2548
11350-3325,11350,10500,0,0720,0000,627동,2548
11350-3326,11350,10500,0,0720,0000,626동,2548
11350-3327,11350,10500,0,0720,0000,625동,2548
11350-3328,11350,10500,0,0720,0000,624동,2548
11350-3329,11350,10500,0,0720,0000,604동,2548
11350-3330,11350,10500,0,0720,0000,605동,2548
11350-3331,11350,10500,0,0720,0000,612동,2548
11350-3332,11350,10500,0,0720,0000,611동,2548
11350-3333,11350,10500,0,0720,0000,610동,2548
11350-3334,11350,10500,0,0720,0000,609동,2548
11500-3357,11500,10900,0,0839,0000,204동,2547
11500-3358,11500,10900,0,0839,0000,218동,2547
11500-3359,11500,10900,0,0839,0000,217동,2547
11500-3360,11500,10900,0,0839,0000,216동,2547
11500-3361,11500,10900,0,0839,0000,214동,2547
11500-3362,11500,10900,0,0839,0000,213동,2547
11500-3363,11500,10900,0,0839,0000,212동,2547
11500-3364,11500,10900,0,0839,0000,211동,2547
11500-3365,11500,10900,0,0839,0000,210동,2547
11500-3366,11500,10900,0,0839,0000,209동,2547
11500-3367,11500,10900,0,0839,0000,208동,2547
11500-3368,11500,10900,0,0839,0000,206동,2547
11500-3369,11500,10900,0,0839,0000,205동,2547
11500-3370,11500,10900,0,0839,0000,203동,2547
11500-3371,11500,10900,0,0839,0000,202동,2547
11500-3372,11500,10900,0,0839,0000,201동,2547
11500-3375,11500,10900,0,0839,0000,215동,2547
11500-3376,11500,10900,0,0839,0000,207동,2547
11200-100221598,11200,10200,0,1070,0000,108동,2529
11200-100221659,11200,10200,0,1070,0000,126동,2529
11200-100221819,11200,10200,0,1070,0000,109동,2529
11200-100221884,11200,10200,0,1070,0000,118동,2529
11200-100221983,11200,10200,0,1070,0000,130동,2529
11200-100222349,11200,10200,0,1070,0000,110동,2529
11200-100222396,11200,10200,0,1070,0000,127동,2529
11200-100222819,11200,10200,0,1070,0000,119동,2529
11200-100222902,11200,10200,0,1070,0000,101동,2529
11200-100222986,11200,10200,0,1070,0000,111동,2529
11200-100223049,11200,10200,0,1070,0000,112동,2529
11200-100223122,11200,10200,0,1070,0000,102동,2529
11200-100223208,11200,10200,0,1070,0000,120동,2529
11200-100223251,11200,10200,0,1070,0000,128동,2529
11200-100223413,11200,10200,0,1070,0000,113동,2529
11200-100223462,11200,10200,0,1070,0000,121동,2529
11200-100223529,11200,10200,0,1070,0000,103동,2529
11200-100223615,11200,10200,0,1070,0000,114동,2529
11200-100223669,11200,10200,0,1070,0000,122동,2529
11200-100223719,11200,10200,0,1070,0000,104동,2529
11200-100223748,11200,10200,0,1070,0000,115동,2529
11200-100223817,11200,10200,0,1070,0000,123동,2529
11200-100223860,11200,10200,0,1070,0000,129동,2529
11200-100224142,11200,10200,0,1070,0000,105동,2529
11200-100224169,11200,10200,0,1070,0000,124동,2529
11200-100224291,11200,10200,0,1070,0000,106동,2529
11200-100224356,11200,10200,0,1070,0000,116동,2529
11200-100224562,11200,10200,0,1070,0000,107동,2529
11200-100224627,11200,10200,0,1070,0000,125동,2529
11200-100224722,11200,10200,0,1070,0000,117동,2529
11500-100184535,11500,10300,0,1159,0000,102동,2517
11500-100184618,11500,10300,0,1159,0000,103동,2517
11500-100184663,11500,10300,0,1159,0000,101동,2517
11500-100184692,11500,10300,0,1159,0000,109동,2517
11500-100184770,11500,10300,0,1159,0000,125동,2517
11500-100184851,11500,10300,0,1159,0000,111동,2517
11500-100184902,11500,10300,0,1159,0000,107동,2517
11500-100184937,11500,10300,0,1159,0000,115동,2517
11500-100185027,11500,10300,0,1159,0000,112동,2517
11500-100185056,11500,10300,0,1159,0000,113동,2517
11500-100185128,11500,10300,0,1159,0000,108동,2517
11500-100185239,11500,10300,0,1159,0000,119동,2517
11500-100185323,11500,10300,0,1159,0000,116동,2517
11500-100185480,11500,10300,0,1159,0000,120동,2517
11500-100185655,11500,10300,0,1159,0000,114동,2517
11500-100185798,11500,10300,0,1159,0000,110동,2517
11500-100185889,11500,10300,0,1159,0000,104동,2517
11500-100185983,11500,10300,0,1159,0000,117동,2517
11500-100186098,11500,10300,0,1159,0000,105동,2517
11500-100186262,11500,10300,0,1159,0000,118동,2517
11500-100186510,11500,10300,0,1159,0000,106동,2517
11500-100186714,11500,10300,0,1159,0000,121동,2517
11500-100186845,11500,10300,0,1159,0000,122동,2517
11500-100187100,11500,10300,0,1159,0000,123동,2517
11500-100187418,11500,10300,0,1159,0000,124동,2517
11500-100187768,11500,10300,0,1159,0000,130동,2517
11500-100188026,11500,10300,0,1159,0000,133동,2517
11500-100188361,11500,10300,0,1159,0000,132동,2517
11500-100188549,11500,10300,0,1159,0000,134동,2517
11500-100188874,11500,10300,0,1159,0000,126동,2517
11500-100189335,11500,10300,0,1159,0000,127동,2517
11500-100189689,11500,10300,0,1159,0000,128동,2517
11500-100190086,11500,10300,0,1159,0000,129동,2517
11500-100190359,11500,10300,0,1159,0000,131동,2517
11500-100190970,11500,10300,0,1159,0000,135동,2517
11500-100191491,11500,10300,0,1159,0000,140동,2517
11500-100191657,11500,10300,0,1159,0000,141동,2517
11500-100191955,11500,10300,0,1159,0000,137동,2517
11500-100192369,11500,10300,0,1159,0000,139동,2517
11500-100192800,11500,10300,0,1159,0000,142동,2517
11500-100193255,11500,10300,0,1159,0000,138동,2517
11500-100193455,11500,10300,0,1159,0000,136동,2517
11560-3233,11560,10100,0,0647,0000,109동,2461
11560-3234,11560,10100,0,0647,0000,210동,2461
11560-3235,11560,10100,0,0647,0000,217동,2461
11560-3236,11560,10100,0,0647,0000,216동,2461
11560-3237,11560,10100,0,0647,0000,215동,2461
11560-3238,11560,10100,0,0647,0000,213동,2461
11560-3239,11560,10100,0,0647,0000,212동,2461
11560-3240,11560,10100,0,0647,0000,211동,2461
11560-3241,11560,10100,0,0647,0000,202동,2461
11560-3242,11560,10100,0,0647,0000,112동,2461
11560-3243,11560,10100,0,0647,0000,104동,2461
11560-3244,11560,10100,0,0647,0000,218동,2461
11560-3249,11560,10100,0,0647,0000,111동,2461
11560-3250,11560,10100,0,0647,0000,110동,2461
11560-3251,11560,10100,0,0647,0000,108동,2461
11560-3252,11560,10100,0,0647,0000,106동,2461
11560-3253,11560,10100,0,0647,0000,105동,2461
11560-3254,11560,10100,0,0647,0000,103동,2461
11560-3255,11560,10100,0,0647,0000,102동,2461
11560-3256,11560,10100,0,0647,0000,101동,2461
11560-3257,11560,10100,0,0647,0000,209동,2461
11560-3258,11560,10100,0,0647,0000,207동,2461
11560-3259,11560,10100,0,0647,0000,206동,2461
11560-3260,11560,10100,0,0647,0000,205동,2461
11560-3261,11560,10100,0,0647,0000,204동,2461
11560-3262,11560,10100,0,0647,0000,203동,2461
11560-3263,11560,10100,0,0647,0000,107동,2461
11560-3264,11560,10100,0,0647,0000,201동,2461
11560-3265,11560,10100,0,0647,0000,113동,2461
11560-3266,11560,10100,0,0647,0000,208동,2461
11560-3267,11560,10100,0,0647,0000,214동,2461
11650-100192580,11650,10700,0,0018,0001,104동,2444
11650-100192699,11650,10700,0,0018,0001,105동,2444
11650-100192818,11650,10700,0,0018,0001,107동,2444
11650-100192906,11650,10700,0,0018,0001,106동,2444
11650-100193025,11650,10700,0,0018,0001,101동,2444
11650-100193105,11650,10700,0,0018,0001,102동,2444
11650-100193191,11650,10700,0,0018,0001,103동,2444
11650-100193294,11650,10700,0,0018,0001,128동,2444
11650-100193383,11650,10700,0,0018,0001,126동,2444
11650-100193428,11650,10700,0,0018,0001,127동,2444
11650-100193485,11650,10700,0,0018,0001,113동,2444
11650-100193576,11650,10700,0,0018,0001,124동,2444
11650-100193653,11650,10700,0,0018,0001,125동,2444
11650-100193768,11650,10700,0,0018,0001,123동,2444
11650-100193845,11650,10700,0,0018,0001,108동,2444
11650-100193937,11650,10700,0,0018,0001,119동,2444
11650-100194026,11650,10700,0,0018,0001,109동,2444
11650-100194118,11650,10700,0,0018,0001,114동,2444
11650-100194209,11650,10700,0,0018,0001,120동,2444
11650-100194302,11650,10700,0,0018,0001,110동,2444
11650-100194382,11650,10700,0,0018,0001,115동,2444
11650-100194466,11650,10700,0,0018,0001,121동,2444
11650-100194543,11650,10700,0,0018,0001,111동,2444
11650-100194638,11650,10700,0,0018,0001,116동,2444
11650-100194729,11650,10700,0,0018,0001,122동,2444
11650-100194806,11650,10700,0,0018,0001,112동,2444
11650-100194895,11650,10700,0,0018,0001,117동,2444
11650-100194972,11650,10700,0,0018,0001,118동,2444
11680-618,11680,10600,0,0511,0000,206,2435
11680-619,11680,10600,0,0511,0000,101,2435
11680-622,11680,10600,0,0511,0000,212,2435
11680-623,11680,10600,0,0511,0000,211,2435
11680-624,11680,10600,0,0511,0000,210,2435
11680-625,11680,10600,0,0511,0000,209,2435
11680-626,11680,10600,0,0511,0000,208,2435
11680-627,11680,10600,0,0511,0000,207,2435
11680-628,11680,10600,0,0511,0000,205,2435
11680-629,11680,10600,0,0511,0000,203,2435
11680-630,11680,10600,0,0511,0000,202,2435
11680-631,11680,10600,0,0511,0000,201,2435
11680-632,11680,10600,0,0511,0000,111,2435
11680-633,11680,10600,0,0511,0000,110,2435
11680-634,11680,10600,0,0511,0000,109,2435
11680-635,11680,10600,0,0511,0000,108,2435
11680-636,11680,10600,0,0511,0000,107,2435
11680-637,11680,10600,0,0511,0000,103,2435
11680-638,11680,10600,0,0511,0000,102,2435
11680-639,11680,10600,0,0511,0000,106,2435
11680-640,11680,10600,0,0511,0000,105,2435
11530-4439,11530,10700,0,0481,0000,131동,2414
11530-4440,11530,10700,0,0481,0000,122동,2414
11530-4441,11530,10700,0,0481,0000,115동,2414
11530-4442,11530,10700,0,0481,0000,108동,2414
11530-4443,11530,10700,0,0481,0000,102동,2414
11530-4446,11530,10700,0,0481,0000,130동,2414
11530-4447,11530,10700,0,0481,0000,129동,2414
11530-4448,11530,10700,0,0481,0000,128동,2414
11530-4449,11530,10700,0,0481,0000,127동,2414
11530-4450,11530,10700,0,0481,0000,126동,2414
11530-4451,11530,10700,0,0481,0000,125동,2414
11530-4452,11530,10700,0,0481,0000,124동,2414
11530-4453,11530,10700,0,0481,0000,114동,2414
11530-4454,11530,10700,0,0481,0000,123동,2414
11530-4455,11530,10700,0,0481,0000,121동,2414
11530-4456,11530,10700,0,0481,0000,120동,2414
11530-4457,11530,10700,0,0481,0000,119동,2414
11530-4458,11530,10700,0,0481,0000,118동,2414
11530-4459,11530,10700,0,0481,0000,117동,2414
11530-4460,11530,10700,0,0481,0000,116동,2414
11530-4461,11530,10700,0,0481,0000,113동,2414
11530-4462,11530,10700,0,0481,0000,112동,2414
11530-4463,11530,10700,0,0481,0000,111동,2414
11530-4464,11530,10700,0,0481,0000,110동,2414
11530-4465,11530,10700,0,0481,0000,109동,2414
11530-4466,11530,10700,0,0481,0000,107동,2414
11530-4467,11530,10700,0,0481,0000,106동,2414
11530-4468,11530,10700,0,0481,0000,105동,2414
11530-4469,11530,10700,0,0481,0000,104동,2414
11530-4470,11530,10700,0,0481,0000,103동,2414
11530-4471,11530,10700,0,0481,0000,101동,2414
11500-3964,11500,10400,0,1481,0000,511동,2411
11500-3965,11500,10400,0,1481,0000,501동,2411
11500-3966,11500,10400,0,1481,0000,506동,2411
11500-3967,11500,10400,0,1481,0000,510동,2411
11500-3969,11500,10400,0,1481,0000,505동,2411
11500-3970,11500,10400,0,1481,0000,504동,2411
11500-3971,11500,10400,0,1481,0000,503동,2411
11500-3972,11500,10400,0,1481,0000,502동,2411
11500-3973,11500,10400,0,1481,0000,507동,2411
11500-3974,11500,10400,0,1481,0000,515동,2411
11500-3975,11500,10400,0,1481,0000,514동,2411
11500-3976,11500,10400,0,1481,0000,513동,2411
11500-3977,11500,10400,0,1481,0000,509동,2411
11500-3978,11500,10400,0,1481,0000,508동,2411
11500-3979,11500,10400,0,1481,0000,516동,2411
11500-3980,11500,10400,0,1481,0000,512동,2411
11230-100218554,11230,10400,0,0690,0000,101동,2397
11230-100218583,11230,10400,0,0690,0000,308동,2397
11230-100218666,11230,10400,0,0690,0000,110동,2397
11230-100218705,11230,10400,0,0690,0000,207동,2397
11230-100218748,11230,10400,0,0690,0000,303동,2397
11230-100218849,11230,10400,0,0690,0000,201동,2397
11230-100218948,11230,10400,0,0690,0000,208동,2397
11230-100219030,11230,10400,0,0690,0000,209동,2397
11230-100219073,11230,10400,0,0690,0000,304동,2397
11230-100219183,11230,10400,0,0690,0000,202동,2397
11230-100219286,11230,10400,0,0690,0000,102동,2397
11230-100219333,11230,10400,0,0690,0000,103동,2397
11230-100219401,11230,10400,0,0690,0000,210동,2397
11230-100219500,11230,10400,0,0690,0000,104동,2397
11230-100219553,11230,10400,0,0690,0000,203동,2397
11230-100219636,11230,10400,0,0690,0000,211동,2397
11230-100219735,11230,10400,0,0690,0000,305동,2397
11230-100219763,11230,10400,0,0690,0000,306동,2397
11230-100219947,11230,10400,0,0690,0000,105동,2397
11230-100219982,11230,10400,0,0690,0000,106동,2397
11230-100220037,11230,10400,0,0690,0000,204동,2397
11230-100220133,11230,10400,0,0690,0000,212동,2397
11230-100220237,11230,10400,0,0690,0000,107동,2397
11230-100220320,11230,10400,0,0690,0000,205동,2397
11230-100220424,11230,10400,0,0690,0000,108동,2397
11230-100220507,11230,10400,0,0690,0000,213동,2397
11230-100220552,11230,10400,0,0690,0000,307동,2397
11230-100220701,11230,10400,0,0690,0000,206동,2397
11230-100220805,11230,10400,0,0690,0000,301동,2397
11230-100220852,11230,10400,0,0690,0000,109동,2397
11230-100220929,11230,10400,0,0690,0000,302동,2397
11650-18184,11650,10800,0,1685,0000,10동,2390
11650-18185,11650,10800,0,1685,0000,8동,2390
11650-18186,11650,10800,0,1685,0000,23동,2390
11650-18187,11650,10800,0,1685,0000,14동,2390
11650-18188,11650,10800,0,1685,0000,2동,2390
11650-18189,11650,10800,0,1685,0000,12동,2390
11650-18190,11650,10800,0,1685,0000,9동,2390
11650-18191,11650,10800,0,1685,0000,7동,2390
11650-18192,11650,10800,0,1685,0000,6동,2390
11650-18193,11650,10800,0,1685,0000,5동,2390
11650-18194,11650,10800,0,1685,0000,3동,2390
11650-18195,11650,10800,0,1685,0000,18동,2390
11650-18196,11650,10800,0,1685,0000,25동,2390
11650-18197,11650,10800,0,1685,0000,24동,2390
11650-18198,11650,10800,0,1685,0000,22동,2390
11650-18199,11650,10800,0,1685,0000,21동,2390
11650-18200,11650,10800,0,1685,0000,20동,2390
11650-18201,11650,10800,0,1685,0000,13동,2390
11650-18202,11650,10800,0,1685,0000,16동,2390
11650-18203,11650,10800,0,1685,0000,17동,2390
11650-18204,11650,10800,0,1685,0000,1동,2390
11650-18205,11650,10800,0,1685,0000,19동,2390
11650-18206,11650,10800,0,1685,0000,15동,2390
11650-18207,11650,10800,0,1685,0000,11동,2390
11740-2567,11740,10600,0,0174,0001,325동,2388
11740-2568,11740,10600,0,0174,0001,324동,2388
11740-2569,11740,10600,0,0174,0001,323동,2388
11740-2570,11740,10600,0,0174,0001,322동,2388
11740-2571,11740,10600,0,0174,0001,321동,2388
11740-2572,11740,10600,0,0174,0001,320동,2388
11740-2573,11740,10600,0,0174,0001,319동,2388
11740-2574,11740,10600,0,0174,0001,318동,2388
11740-2575,11740,10600,0,0174,0001,317동,2388
11740-2576,11740,10600,0,0174,0001,316동,2388
11740-2577,11740,10600,0,0174,0001,315동,2388
11740-2578,11740,10600,0,0174,0001,314동,2388
11740-2579,11740,10600,0,0174,0001,313동,2388
11740-2580,11740,10600,0,0174,0001,312동,2388
11740-2581,11740,10600,0,0174,0001,311동,2388
11740-2582,11740,10600,0,0174,0001,310동,2388
11740-2583,11740,10600,0,0174,0001,309동,2388
11740-2584,11740,10600,0,0174,0001,308동,2388
11740-2585,11740,10600,0,0174,0001,307동,2388
11740-2586,11740,10600,0,0174,0001,306동,2388
11740-2587,11740,10600,0,0174,0001,305동,2388
11740-2588,11740,10600,0,0174,0001,304동,2388
11740-2589,11740,10600,0,0174,0001,303동,2388
11740-2590,11740,10600,0,0174,0001,302동,2388
11740-2591,11740,10600,0,0174,0001,301동,2388
11740-2592,11740,10600,0,0174,0001,236동,2388
11740-2593,11740,10600,0,0174,0001,235동,2388
11740-2594,11740,10600,0,0174,0001,234동,2388
11740-2595,11740,10600,0,0174,0001,233동,2388
11740-2596,11740,10600,0,0174,0001,232동,2388
11740-2597,11740,10600,0,0174,0001,231동,2388
11740-2598,11740,10600,0,0174,0001,230동,2388
11740-2599,11740,10600,0,0174,0001,229동,2388
11740-2600,11740,10600,0,0174,0001,228동,2388
11740-2601,11740,10600,0,0174,0001,227동,2388
11740-2602,11740,10600,0,0174,0001,226동,2388
